id,name,district_id,status,created_at,updated_at
501,Hariharpurgadhi,23,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
502,Sunkoshi,23,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
503,Golanjor,23,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
504,Phikkal,23,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
505,Ghyanglekh,23,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
506,Indrawati,33,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
507,Panchpokhari Thangpal,33,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
508,Jugal,33,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
509,Balephi,33,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
510,Helambu,33,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
511,Bhotekoshi,33,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
512,Sunkoshi,33,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
513,Lisankhu Pakhar,33,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
514,Tripura Sundari,33,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
515,Badigad,36,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
516,Kathekhola,36,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
517,Nisikhola,36,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
518,Bareng,36,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
519,Tarakhola,36,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
520,Tamankhola,36,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
521,Shahid Lakhan,37,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
522,Barpak Sulikot,37,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
523,Aarughat,37,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
524,Siranchok,37,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
525,Gandaki,37,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
526,Bhimsen Thapa,37,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
527,Ajirkot,37,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
528,Dharche,37,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
529,Chum Nubri,37,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
530,Annapurna,38,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
531,Machhapuchhre,38,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
532,Madi,38,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
533,Rupa,38,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
534,Marsyangdi,39,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
535,Dordi,39,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
536,Dudhpokhari,39,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
537,Kwaholasothar,39,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
538,Manang Disyang,40,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
539,Nason,40,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
540,Chame,40,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
541,Narpa Bhumi,40,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
542,Gharpajhong,41,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
543,Thasang,41,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
544,Baragung Muktichhetra,41,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
545,Lomanthang,41,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
546,Lo-Thekar Damodarkunda,41,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
547,Malika,42,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
548,Mangala,42,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
549,Raghuganga,42,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
550,Dhaulagiri,42,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
551,Annapurna,42,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
552,Hupsekot,43,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
553,Binayi Triveni,43,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
554,Bulingtar,43,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
555,Baudikali,43,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
556,Jaljala,44,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
557,Modi,44,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
558,Painyu,44,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
559,Bihadi,44,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
560,Mahashila,44,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
561,Kaligandaki,45,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
562,Biruwa,45,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
563,Harinas,45,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
564,Aandhikhola,45,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
565,Arjun Chaupari,45,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
566,Phedikhola,45,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
567,Rishing,46,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
568,Myagde,46,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
569,Aanbu Khaireni,46,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
570,Bandipur,46,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
571,Ghiring,46,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
572,Devghat,46,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
573,Malarani,50,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
574,Pandini,50,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
575,Chhatradev,50,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
576,Raptisonari,57,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
577,Baijnath,57,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
578,Khajura,57,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
579,Janaki,57,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
580,Duduwa,57,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
581,Narainapur,57,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
582,Badhaiyatal,58,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
583,Geruwa,58,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
584,Rapti,53,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
585,Gadhawa,53,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
586,Babai,53,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
587,Shantinagar,53,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
588,Rajpur,53,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
589,Banglachuli,53,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
590,Dangisharan,53,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
591,Satyawati,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
592,Dhurkot,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
593,Gulmi Durbar,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
594,Madane,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
595,Chandrakot,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
596,Malika,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
597,Chhatrakot,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
598,Isma,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
599,Kaligandaki,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
600,Ruru,51,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
601,Mayadevi,47,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
602,Shuddhodhan,47,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
603,Yasodhara,47,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
604,Bijaynagar,47,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
605,Triveni Susta,48,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
606,Pratappur,48,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
607,Sarawal,48,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
608,Palhi Nandan,48,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
609,Rainadevi Chhahara,52,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
610,Mathagadhi,52,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
611,Nisdi,52,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
612,Bagnaskali,52,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
613,Rambha,52,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
614,Purbakhola,52,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
615,Tinau,52,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
616,Ribdikot,52,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
617,Naubahini,54,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
618,Jhimaruk,54,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
619,Gaumukhi,54,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
620,Airawati,54,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
621,Sarumarani,54,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
622,Mallarani,54,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
623,Mandavi,54,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
624,Sunil Smriti,55,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
625,Runtigadhi,55,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
626,Lungri,55,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
627,Triveni,55,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
628,Paribartan,55,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
629,Gangadev,55,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
630,Madi,55,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
631,Sunchhahari,55,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
632,Thawang,55,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
633,Bhume,56,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
634,Putha Uttarganga,56,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
635,Sisne,56,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
636,Gaidhawa,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
637,Mayadevi,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
638,Kotahimai,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
639,Marchawarimai,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
640,Siyari,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
641,Sammarimai,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
642,Rohini,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
643,Shuddhodhan,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
644,Om Satiya,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
645,Kanchan,49,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
646,Gurans,67,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
647,Bhairabi,67,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
648,Naumule,67,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
649,Mahabu,67,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
650,Thantikandh,67,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
651,Bhagawatimai,67,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
652,Dungeshwar,67,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
653,Mudkechula,61,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
654,Kaike,61,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
655,She Phoksundo,61,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
656,Jagadulla,61,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
657,Dolpo Buddha,61,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
658,Chharka Tangsong,61,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
659,Simkot,62,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
660,Sarkegad,62,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
661,Adanchuli,62,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
662,Kharpunath,62,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
663,Tanjakot,62,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
664,Chankheli,62,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
665,Namkha,62,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
666,Junichande,68,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
667,Kuse,68,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
668,Barekot,68,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
669,Shivalaya,68,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
670,Tatopani,63,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
671,Patarasi,63,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
672,Tila,63,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
673,Kanaka Sundari,63,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
674,Sinja,63,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
675,Hima,63,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
676,Guthichaur,63,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
677,Narharinath,64,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
678,Palata,64,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
679,Shubha Kalika,64,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
680,Sanni Triveni,64,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
681,Pachaljharana,64,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
682,Mahawai,64,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
683,Khatyad,65,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
684,Soru,65,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
685,Mugum Karmarong,65,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
686,Sani Bheri,59,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
687,Triveni,59,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
688,Banphikot,59,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
689,Kumakh,60,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
690,Kalimati,60,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
691,Chhatreshwari,60,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
692,Darma,60,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
693,Kapurkot,60,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
694,Triveni,60,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
695,Siddha Kumakh,60,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
696,Barahatal,66,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
697,Simta,66,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
698,Chaukune,66,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
699,Chingad,66,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
700,Ramaroshan,70,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
701,Chaurpati,70,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
702,Turmakhand,70,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
703,Mellekh,70,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
704,Dhankari,70,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
705,Bannigadi Jayagad,70,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
706,Dogdakedar,76,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
707,Dilashaini,76,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
708,Sigas,76,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
709,Pancheshwar,76,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
710,Surnaya,76,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
711,Shivanath,76,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
712,Kedarsyu,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
713,Thalara,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
714,Bitthadchir,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
715,Chhabis Pathibhera,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
716,Chhanna,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
717,Masta,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
718,Durgathali,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
719,Talkot,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
720,Surma,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
721,Saipal,72,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
722,Khaptad Chhededaha,73,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
723,Swami Kartik Khapar,73,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
724,Jagannath,73,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
725,Himali,73,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
726,Gaumul,73,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
727,Navadurga,75,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
728,Aalitaal,75,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
729,Ganyapadhura,75,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
730,Bhageshwar,75,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
731,Ajaymeru,75,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
732,Naugad,77,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
733,Malikarjun,77,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
734,Marma,77,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
735,Lekam,77,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
736,Duhu,77,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
737,Vyans,77,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
738,Api Himal,77,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
739,Aadarsha,71,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
740,Purbichauki,71,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
741,K.I. Singh,71,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
742,Jorayal,71,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
743,Sayal,71,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
744,Bogatan,71,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
745,Badikedar,71,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
746,Janaki,69,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
747,Kailari,69,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
748,Joshipur,69,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
749,Bargagoriya,69,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
750,Mohanyal,69,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
751,Chure,69,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
752,Laljhadi,74,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
753,Beldandi,74,1,2024-08-09T07:47:25.000Z,2024-08-09T07:47:25.000Z
