id,verification_status,owner_id,created_by,customer_id,property_type,category,address,district_id,municipal_id,province_id,city,rent_amount,property_area,area_unit,property_face,parking_space,car_parking,bike_parking,kitchen,living_room,bedroom,layout,service_amount,service_amount_day,road_size,build_date,stay_period,road_type,rental_purpose,remarks,delete,owner_agreement,owner_image,status,created_at,updated_at,ward_num,map_url,amenities,share_map_url,verification_note,latitude,longitude,is_vectorized_complete,last_vectorized_at,vector_version,vectorization_error_message
1,pending,3,3,3,LAND,RESIDENTIAL,Aarchalbot Near Barpatan school,38,,,,13000,,,WEST,YES,,1,,,,,,,,2072,,,rent,t,1,,,COMPLETE,2024-08-09T11:11:11.000Z,2024-09-29T07:08:51.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
2,pending,3,3,24,HOUSE,RESIDENTIAL,akha hospital chowk bata 200m agadi then right,38,,,,1,,,WEST,YES,,,,,,1R,,,,2073,,,self,f,1,,,ACTIVE,2024-08-09T12:21:48.000Z,2024-08-09T12:21:48.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
3,pending,3,3,52,FLAT,TOURISM,Ranioauwa near telecom,38,,,,18000,,,SOUTH,NO,,,,,,2BHK,,,,2079,,,self,ss,1,,,COMPLETE,2024-08-12T10:07:44.000Z,2024-09-29T07:08:46.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
4,pending,3,3,106,ROOM,RESIDENTIAL,fulbarri near bhaskar school,38,,,,6500,,,WEST,YES,,2,,,,1R,,,,2081,,,self,f,1,,,COMPLETE,2024-08-15T08:30:00.000Z,2024-09-29T07:09:11.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
5,pending,3,3,183,FLAT,RESIDENTIAL,Chauthe Kandipur Boarding Paxadi,38,,,,16000,,,WEST,YES,,,,,,1R,,,,2080,,,cc,sss,1,,,ACTIVE,2024-08-23T08:36:24.000Z,2024-08-23T08:36:24.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
6,pending,3,3,106,FLAT,RESIDENTIAL,Bhanuchowk,38,,,,10000,,,NORTH-WEST,YES,,,,,,1R,,,,2078\,,,w,q,1,,,ACTIVE,2024-08-23T08:37:44.000Z,2024-08-23T08:37:44.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
7,pending,3,3,185,FLAT,RESIDENTIAL,Nayabajar,38,,,,60000,1,ROPANI,EAST,YES,,,,,,1R,,,,2067,,,whole house,bunglow,1,,,ACTIVE,2024-08-23T08:43:24.000Z,2024-08-23T08:43:24.000Z,,,,,,28.2946508,83.8221216,1,2026-03-01T20:02:50.000Z,0,
8,pending,3,3,186,FLAT,RESIDENTIAL,fulbari near growing buds,38,,,,14000,,,SOUTH,YES,,3,,,,1R,,,,2067,,,d,w,1,,,COMPLETE,2024-08-23T08:48:28.000Z,2024-09-29T07:09:20.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
9,pending,3,3,187,FLAT,SEMI_COMMERCIAL,Purandhara chowk,38,,,,0,,,NORTH,YES,,,,,,1R,,,,2068,,,rr,rrr,1,,,ACTIVE,2024-08-23T08:56:48.000Z,2024-08-23T08:56:48.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
10,pending,3,3,188,FLAT,TOURISM,Lakeside street no 13 near Kuti resort,38,,,,30000,,,SOUTH,YES,,,,,,WHOLE_HOUSE,,,,2076,,,x,x,1,,,ACTIVE,2024-08-23T09:01:32.000Z,2024-08-23T09:01:32.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
11,pending,3,3,189,OFFICE_SPACE,COMMERCIAL,newroad,38,,,,130000,,,NORTH-EAST,YES,,,,,,1R,,,,2067,,,s,2200 SQ,1,,,ACTIVE,2024-08-23T09:03:49.000Z,2024-08-23T09:03:49.000Z,,,,,,28.2208486,83.9869155,1,2026-03-01T20:02:50.000Z,0,
12,pending,3,3,190,FLAT,TOURISM,Ranipauwa,38,224,,,17000,,,NORTH-EAST,NO,,,,,,1BHK,,,,2076,,,Z,ATTACHED TOILET,1,,,ACTIVE,2024-08-23T09:05:30.000Z,2025-01-29T08:10:45.000Z,14,,,,,28.2086393,84.0006130,1,2026-03-01T20:02:50.000Z,0,
13,pending,3,3,192,FLAT,RESIDENTIAL,Begnastal,38,,,,0,,,EAST,NO,,,,,,1R,,,,2064,,,KI,I,1,,,ACTIVE,2024-08-23T09:06:33.000Z,2024-08-23T09:06:33.000Z,,,,,,28.1644260,84.0890570,1,2026-03-01T20:02:50.000Z,0,
14,pending,3,3,193,ROOM,RESIDENTIAL,Nayabajar,38,,,,2000,,,SOUTH,NO,,,,,,1R,,,,2075,,,UU,TIN KO GHAR  mATHILLO taLA MA,1,,,ACTIVE,2024-08-23T09:08:00.000Z,2024-08-23T09:08:00.000Z,,,,,,28.2946508,83.8221216,1,2026-03-01T20:02:50.000Z,0,
15,pending,3,3,194,SHUTTER,COMMERCIAL,Nayabajar,38,,,,42000,,,NORTH-EAST,NO,,,,,,1R,,,,2069,,,a,woekshop hotel lai nadini 1=21k 2=42k,1,,,ACTIVE,2024-08-23T09:09:55.000Z,2024-08-23T09:09:55.000Z,,,,,,28.2946508,83.8221216,1,2026-03-01T20:02:50.000Z,0,
16,pending,3,3,195,HOUSE,COMMERCIAL,lakeside,38,,,,180000,,,EAST,YES,,,,,,1R,,,,2072,,,1.5 ropani land =5 ota shutter,pub /restaurant/club,1,,,ACTIVE,2024-08-23T09:11:39.000Z,2024-08-23T09:11:39.000Z,,,,,,28.2210594,83.9583140,1,2026-03-01T20:02:50.000Z,0,
17,pending,3,3,196,FLAT,RESIDENTIAL,Parsyang,38,,,,22000,,,EAST,NO,,,,,,1R,,,,2079,,,self,18000 for 1bhk and 22000for 2 bhk,1,,,ACTIVE,2024-08-23T09:19:36.000Z,2024-08-23T09:19:36.000Z,,,,,,28.2268332,83.9797692,1,2026-03-01T20:02:50.000Z,0,
18,pending,3,3,197,SHUTTER,RESIDENTIAL,lovely dada  housing,38,,,,4000,,,ANY,NO,,,,,,1R,,,,2059,,,x,c,1,,,ACTIVE,2024-08-23T09:20:58.000Z,2024-08-23T09:20:58.000Z,,,,,,28.1116213,84.2212189,1,2026-03-01T20:02:50.000Z,0,
19,pending,3,3,198,FLAT,RESIDENTIAL,nayatalchowk,38,,,,15000,,,NORTH-WEST,NO,,,,,,1R,,,,2079,,,d,xd,1,,,ACTIVE,2024-08-23T09:24:14.000Z,2024-08-23T09:24:14.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
20,pending,3,3,304,FLAT,TOURISM,Lakeside,38,,,,35000,,,NORTH,YES,,,,,,2BHK,,,,2077,,,Apartment,street no 13 sonam bakery tala,1,,,ACTIVE,2024-08-23T09:26:09.000Z,2024-10-08T08:21:02.000Z,,,,,,28.2210594,83.9583140,1,2026-03-01T20:02:50.000Z,0,
21,pending,3,3,199,OFFICE_SPACE,COMMERCIAL,Baglung buspark,38,,,,40000,,,EAST,NO,,,,,,1R,,,,2080,,,1000sq,h,1,,,ACTIVE,2024-08-23T09:27:16.000Z,2024-08-23T09:27:16.000Z,,,,,,28.2324067,83.9827950,1,2026-03-01T20:02:50.000Z,0,
22,pending,3,3,200,SHUTTER,COMMERCIAL,Talchowk,38,,,,25000,,,NORTH-EAST,NO,,,,,,1R,,,,2060,,,for office /business,450sqft,1,,,ACTIVE,2024-08-23T09:28:55.000Z,2024-08-23T09:28:55.000Z,,,,,,28.1643702,84.0901242,1,2026-03-01T20:02:50.000Z,0,
23,pending,3,3,201,HOTEL,TOURISM,Lakeside,38,,,,200000,,,SOUTH,YES,,,,,,1R,,,,2069,,,hpotel,50 lakh Advance,1,,,ACTIVE,2024-08-23T09:30:06.000Z,2024-08-23T09:30:06.000Z,,,,,,28.2210594,83.9583140,1,2026-03-01T20:02:50.000Z,0,
24,pending,3,3,202,SHUTTER,COMMERCIAL,chipledhunga,38,,,,10000,,,SOUTH,NO,,,,,,1R,,,,2060,,,Bootik/Coffeeshop,ee,1,,,ACTIVE,2024-08-23T09:31:46.000Z,2024-08-23T09:31:46.000Z,,,,,,28.2239360,83.9895264,1,2026-03-01T20:02:50.000Z,0,
25,pending,3,3,203,SHUTTER,COMMERCIAL,newroad,38,,,,0,,,NORTH,YES,,,,,,1R,,,,2080,,,e,50  bike/ 2 shutter,1,,,ACTIVE,2024-08-23T09:33:07.000Z,2024-08-23T09:33:07.000Z,,,,,,28.2208486,83.9869155,1,2026-03-01T20:02:50.000Z,0,
26,pending,3,3,204,LAND,TOURISM,Lakeside,38,,,,0,,,,,,,,,,,,,,,,,ee,Street 25-16 ko bichma,1,,,ACTIVE,2024-08-23T09:45:27.000Z,2024-08-23T09:45:27.000Z,,,,,,28.2210594,83.9583140,1,2026-03-01T20:02:50.000Z,0,
27,pending,3,3,205,HOUSE,SEMI_COMMERCIAL,kaukhola,38,,,,0,,,NORTH,NO,,,,,,1R,,,,2080,,,w,w,1,,,ACTIVE,2024-08-23T09:46:37.000Z,2024-08-23T09:46:37.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
28,pending,3,3,206,HOUSE,RESIDENTIAL,Uttamchowk,38,,,,25000,,,NORTH-EAST,YES,2,1,,,,1R,,,,2080,,,xd,x,1,,,ACTIVE,2024-08-23T09:47:42.000Z,2024-08-23T09:47:42.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
29,pending,3,3,206,HOUSE,RESIDENTIAL,Uttamchowk,38,,,,25000,,,NORTH-EAST,YES,2,1,,,,1R,,,,2080,,,xd,x,1,,,ACTIVE,2024-08-23T09:47:43.000Z,2024-08-23T09:47:43.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
30,pending,3,3,207,HOUSE,TOURISM,Lakeside,38,,,,0,,,SOUTH,YES,1,1,,,,1R,,,,2070,,,k,m,1,,,ACTIVE,2024-08-23T09:48:45.000Z,2024-08-23T09:48:45.000Z,,,,,,28.2210594,83.9583140,1,2026-03-01T20:02:50.000Z,0,
31,pending,3,3,208,FLAT,RESIDENTIAL,Buddhachowk/,38,,,,25000,,,NORTH,YES,,,,,,1R,,,,2070,,,1,1,1,,,ACTIVE,2024-08-23T09:49:46.000Z,2024-08-23T09:49:46.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
32,pending,3,3,210,FLAT,RESIDENTIAL,Nayagaun,38,,,,15000,,,NORTH-WEST,YES,,1,,,,1R,,,,2080,,,h,Sitaram plotting vanda mathillo plotting,1,,,ACTIVE,2024-08-23T09:51:24.000Z,2024-08-23T09:51:24.000Z,,,,,,28.1981984,83.9902476,1,2026-03-01T20:02:50.000Z,0,
33,pending,3,3,211,FLAT,COMMERCIAL,Gairapatan,38,,,,45000,,,NORTH,NO,,,,,,1R,,,,2080,,,shutter =8000,ss,1,,,ACTIVE,2024-08-23T09:52:42.000Z,2024-08-23T09:52:42.000Z,,,,,,28.2266858,83.9877313,1,2026-03-01T20:02:50.000Z,0,
34,pending,3,3,119,HOUSE,RESIDENTIAL,Nayagaun,38,,,,40000,,,NORTH-WEST,YES,,,,,,1R,,,,2069,,,w,w,1,,,ACTIVE,2024-08-23T09:53:32.000Z,2024-08-23T09:53:32.000Z,,,,,,28.1981984,83.9902476,1,2026-03-01T20:02:50.000Z,0,
35,pending,3,3,32,FLAT,RESIDENTIAL,prithivichowk/ shivalaya chowk,38,,,,15000,,,NORTH-EAST,NO,,,,,,1R,,,,2067,,,w,w,1,,,ACTIVE,2024-08-23T09:54:39.000Z,2024-08-23T09:54:39.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
36,pending,3,3,351,HOUSE,RESIDENTIAL,Malepatan,38,,,,30000,,,SOUTH,NO,,,,,,1R,,,,2080,,,w,e,1,,,ACTIVE,2024-08-23T09:57:15.000Z,2024-08-23T09:57:15.000Z,,,,,,28.1137230,84.1100290,1,2026-03-01T20:02:50.000Z,0,
37,pending,3,3,305,HOUSE,RESIDENTIAL,Gharipatan /Akha hospital,38,,,,0,,,NORTH-WEST,NO,,,,,,1R,,,,2080,,,w,w,1,,,ACTIVE,2024-08-23T09:58:49.000Z,2024-08-23T09:58:49.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
38,pending,3,3,48,HOUSE,RESIDENTIAL,Fulbari,38,,,,14000,,,NORTH-WEST,NO,,,,,,1R,,,,2080,,,w,w,1,,,ACTIVE,2024-08-23T10:00:20.000Z,2024-08-23T10:00:20.000Z,,,,,,28.2249372,83.9938292,1,2026-03-01T20:02:50.000Z,0,
39,pending,3,3,306,FLAT,RESIDENTIAL,Parsyang,38,,,,25000,,,NORTH-WEST,NO,,,,,,1R,,,,2075,,,s,ww,1,,,ACTIVE,2024-08-23T10:16:32.000Z,2024-08-23T10:16:32.000Z,,,,,,28.2341377,83.9728867,1,2026-03-01T20:02:50.000Z,0,
40,pending,3,3,307,HOUSE,RESIDENTIAL,Gairapatan,38,,,,55000,,,NORTH-WEST,YES,,,,,,1R,,,,2079,,,fully furnished,ss,1,,,ACTIVE,2024-08-23T10:30:06.000Z,2024-08-23T10:30:06.000Z,,,,,,28.2266858,83.9877313,1,2026-03-01T20:02:50.000Z,0,
41,pending,3,3,36,FLAT,RESIDENTIAL,JMCnajik,38,,,,45000,,,SOUTH,YES,,,,,,1R,,,,2069,,,ee,eee,1,,,ACTIVE,2024-08-23T10:31:46.000Z,2024-08-23T10:31:46.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
42,pending,3,3,311,FLAT,RESIDENTIAL,Majheripatan,38,,,,8000,,,EAST,NO,,,,,,1R,,,,2080,,,"1 attached room =4500
2 room =8000
1 room =7000",w,1,,,ACTIVE,2024-08-23T10:33:30.000Z,2024-08-23T10:33:30.000Z,,,,,,28.1751688,84.0266271,1,2026-03-01T20:02:50.000Z,0,
43,pending,3,3,312,FLAT,RESIDENTIAL,Budibajar,38,,,,13000,,,NORTH-EAST,YES,,,,,,1R,,,,2075,,,s,s,1,,,ACTIVE,2024-08-23T10:35:41.000Z,2024-08-23T10:35:41.000Z,,,,,,28.3448382,83.9716957,1,2026-03-01T20:02:50.000Z,0,
44,pending,3,3,314,FLAT,TOURISM,Lakeside,38,,,,400000,,,NORTH,YES,,,,,,1R,,,,2075,,,hotel secret heaven,2 crore deposit,1,,,ACTIVE,2024-08-23T10:36:55.000Z,2024-08-23T10:36:55.000Z,,,,,,28.2210594,83.9583140,1,2026-03-01T20:02:50.000Z,0,
45,pending,3,3,315,SHUTTER,RESIDENTIAL,Damside,38,,,,30000,,,NORTH,NO,,,,,,1R,,,,2076,,,d,e,1,,,ACTIVE,2024-08-23T10:37:45.000Z,2024-08-23T10:37:45.000Z,,,,,,28.2030720,83.9577756,1,2026-03-01T20:02:50.000Z,0,
46,pending,3,3,316,RESTAURANT,RESIDENTIAL,Lakeside/ khapaudi,38,,,,0,,,NORTH-EAST,YES,,,,,,1R,,,,2070,,,6 ropani,dd,1,,,ACTIVE,2024-08-23T10:38:57.000Z,2024-08-23T10:38:57.000Z,,,,,,28.2378711,83.9491578,1,2026-03-01T20:02:50.000Z,0,
47,pending,3,3,317,SHUTTER,TOURISM,Newroad,38,,4,pokhara,12000,,,NORTH-WEST,YES,,,,,,1R,,,,,,,d,e,1,,,ACTIVE,2024-08-23T10:42:58.000Z,2024-09-23T09:06:33.000Z,,,,,,28.2208486,83.9869155,1,2026-03-01T20:02:50.000Z,0,
48,pending,3,3,318,SHUTTER,RESIDENTIAL,Miyapatan,38,,,,0,,,NORTH-WEST,NO,,,,,,1R,,,,2076,,,w,w,1,,,ACTIVE,2024-08-23T10:47:33.000Z,2024-08-23T10:47:33.000Z,,,,,,28.2095724,84.0106067,1,2026-03-01T20:02:50.000Z,0,
49,pending,3,3,319,SHUTTER,TOURISM,Lakeside,38,,,,0,,,SOUTH,NO,,,,,,1R,,,,2070,,,s,w,1,,,ACTIVE,2024-08-23T10:49:11.000Z,2024-08-23T10:49:11.000Z,,,,,,28.2210594,83.9583140,1,2026-03-01T20:02:50.000Z,0,
50,pending,3,3,137,SHUTTER,SEMI_COMMERCIAL,Damside,38,,,,6,,,WEST,NO,,,,,,1R,,,,2080,,,6/7/8/9/k rent heri heri xa,ss,1,,,ACTIVE,2024-08-23T10:50:31.000Z,2024-08-23T10:50:31.000Z,,,,,,28.1964143,83.9664779,1,2026-03-01T20:02:50.000Z,0,
51,pending,3,3,133,HOTEL,SEMI_COMMERCIAL,Damside,38,,,,750000,,,EAST,YES,,,,,,52R,,,,2070,,,german bakery ra dragon ko bichma,s,1,,,ACTIVE,2024-08-23T10:52:03.000Z,2024-08-23T10:52:03.000Z,,,,,,28.1964143,83.9664779,1,2026-03-01T20:02:50.000Z,0,
53,pending,3,3,323,HOUSE,RESIDENTIAL,Begnastal,38,,,,11000,,,WEST,NO,,,,,,1R,,,,2078,,,w,w,1,,,ACTIVE,2024-08-23T10:54:22.000Z,2024-08-23T10:54:22.000Z,,,,,,28.1644260,84.0890570,1,2026-03-01T20:02:50.000Z,0,
54,pending,3,3,324,HOTEL,TOURISM,lakeside sedi,38,,4,Pokhara,110000,,,WEST,YES,,,,,,1R,,,,2075,,,w,w,1,,,ACTIVE,2024-08-23T10:55:22.000Z,2024-12-15T09:08:35.000Z,,,,,,,,1,2026-03-01T20:02:50.000Z,0,
55,pending,3,3,325,HOUSE,RESIDENTIAL,kanchanmarga/kahudada,38,,,,60000,,,NORTH,YES,,,,,,1R,,,,2080,,,w,w,1,,,ACTIVE,2024-08-23T10:56:39.000Z,2024-08-23T10:56:39.000Z,,,,,,28.1116213,84.2212189,1,2026-03-01T20:02:50.000Z,0,
56,pending,3,3,326,HOUSE,SEMI_COMMERCIAL,Nayabajar,38,,,,60000,,,EAST,NO,,,,,,1R,,,,2080,,,60 k for shutter,"1 floor ko 180000
shutter 13000",1,,,ACTIVE,2024-08-23T10:58:32.000Z,2024-08-23T10:58:32.000Z,,,,,,28.2946508,83.8221216,1,2026-03-01T20:02:50.000Z,0,
